subject_id;image_name;origin;link;attribution;license
24;Area_2_1.jpg;GoogleMapsAPI;https://maps.googleapis.com/maps/api/staticmap?center=26.9086314545,75.9599268182&zoom=16&size=800x400&scale=2&maptype=satellite&format=jpg&key=AIzaSyBBW23KLCKQ7tTUaCZ7Eu-7CZLLfcj5wnw;FLOLT;Creative Commons - share adapt attribute
25;Area_2_2.jpg;GoogleMapsAPI;https://maps.googleapis.com/maps/api/staticmap?center=26.9086314545,75.9514693636&zoom=16&size=800x400&scale=2&maptype=satellite&format=jpg&key=AIzaSyBBW23KLCKQ7tTUaCZ7Eu-7CZLLfcj5wnw;FLOLT;Creative Commons - share adapt attribute
26;Area_2_3.jpg;GoogleMapsAPI;https://maps.googleapis.com/maps/api/staticmap?center=26.9086314545,75.9430119091&zoom=16&size=800x400&scale=2&maptype=satellite&format=jpg&key=AIzaSyBBW23KLCKQ7tTUaCZ7Eu-7CZLLfcj5wnw;FLOLT;Creative Commons - share adapt attribute
27;Area_2_4.jpg;GoogleMapsAPI;https://maps.googleapis.com/maps/api/staticmap?center=26.9086314545,75.9345544545&zoom=16&size=800x400&scale=2&maptype=satellite&format=jpg&key=AIzaSyBBW23KLCKQ7tTUaCZ7Eu-7CZLLfcj5wnw;FLOLT;Creative Commons - share adapt attribute
28;Area_2_5.jpg;GoogleMapsAPI;https://maps.googleapis.com/maps/api/staticmap?center=26.9086314545,75.926097&zoom=16&size=800x400&scale=2&maptype=satellite&format=jpg&key=AIzaSyBBW23KLCKQ7tTUaCZ7Eu-7CZLLfcj5wnw;FLOLT;Creative Commons - share adapt attribute
29;Area_2_6.jpg;GoogleMapsAPI;https://maps.googleapis.com/maps/api/staticmap?center=26.9086314545,75.9176395455&zoom=16&size=800x400&scale=2&maptype=satellite&format=jpg&key=AIzaSyBBW23KLCKQ7tTUaCZ7Eu-7CZLLfcj5wnw;FLOLT;Creative Commons - share adapt attribute
30;Area_2_7.jpg;GoogleMapsAPI;https://maps.googleapis.com/maps/api/staticmap?center=26.9086314545,75.9091820909&zoom=16&size=800x400&scale=2&maptype=satellite&format=jpg&key=AIzaSyBBW23KLCKQ7tTUaCZ7Eu-7CZLLfcj5wnw;FLOLT;Creative Commons - share adapt attribute
31;Area_2_8.jpg;GoogleMapsAPI;https://maps.googleapis.com/maps/api/staticmap?center=26.9086314545,75.9007246364&zoom=16&size=800x400&scale=2&maptype=satellite&format=jpg&key=AIzaSyBBW23KLCKQ7tTUaCZ7Eu-7CZLLfcj5wnw;FLOLT;Creative Commons - share adapt attribute
32;Area_2_9.jpg;GoogleMapsAPI;https://maps.googleapis.com/maps/api/staticmap?center=26.9086314545,75.8922671818&zoom=16&size=800x400&scale=2&maptype=satellite&format=jpg&key=AIzaSyBBW23KLCKQ7tTUaCZ7Eu-7CZLLfcj5wnw;FLOLT;Creative Commons - share adapt attribute
33;Area_2_10.jpg;GoogleMapsAPI;https://maps.googleapis.com/maps/api/staticmap?center=26.9086314545,75.8838097273&zoom=16&size=800x400&scale=2&maptype=satellite&format=jpg&key=AIzaSyBBW23KLCKQ7tTUaCZ7Eu-7CZLLfcj5wnw;FLOLT;Creative Commons - share adapt attribute
34;Area_3_0.jpg;GoogleMapsAPI;https://maps.googleapis.com/maps/api/staticmap?center=26.9044016364,75.9683842727&zoom=16&size=800x400&scale=2&maptype=satellite&format=jpg&key=AIzaSyBBW23KLCKQ7tTUaCZ7Eu-7CZLLfcj5wnw;FLOLT;Creative Commons - share adapt attribute
35;Area_3_1.jpg;GoogleMapsAPI;https://maps.googleapis.com/maps/api/staticmap?center=26.9044016364,75.9599268182&zoom=16&size=800x400&scale=2&maptype=satellite&format=jpg&key=AIzaSyBBW23KLCKQ7tTUaCZ7Eu-7CZLLfcj5wnw;FLOLT;Creative Commons - share adapt attribute
36;Area_3_2.jpg;GoogleMapsAPI;https://maps.googleapis.com/maps/api/staticmap?center=26.9044016364,75.9514693636&zoom=16&size=800x400&scale=2&maptype=satellite&format=jpg&key=AIzaSyBBW23KLCKQ7tTUaCZ7Eu-7CZLLfcj5wnw;FLOLT;Creative Commons - share adapt attribute
37;Area_3_3.jpg;GoogleMapsAPI;https://maps.googleapis.com/maps/api/staticmap?center=26.9044016364,75.9430119091&zoom=16&size=800x400&scale=2&maptype=satellite&format=jpg&key=AIzaSyBBW23KLCKQ7tTUaCZ7Eu-7CZLLfcj5wnw;FLOLT;Creative Commons - share adapt attribute
38;Area_3_4.jpg;GoogleMapsAPI;https://maps.googleapis.com/maps/api/staticmap?center=26.9044016364,75.9345544545&zoom=16&size=800x400&scale=2&maptype=satellite&format=jpg&key=AIzaSyBBW23KLCKQ7tTUaCZ7Eu-7CZLLfcj5wnw;FLOLT;Creative Commons - share adapt attribute
39;Area_3_5.jpg;GoogleMapsAPI;https://maps.googleapis.com/maps/api/staticmap?center=26.9044016364,75.926097&zoom=16&size=800x400&scale=2&maptype=satellite&format=jpg&key=AIzaSyBBW23KLCKQ7tTUaCZ7Eu-7CZLLfcj5wnw;FLOLT;Creative Commons - share adapt attribute
40;Area_3_6.jpg;GoogleMapsAPI;https://maps.googleapis.com/maps/api/staticmap?center=26.9044016364,75.9176395455&zoom=16&size=800x400&scale=2&maptype=satellite&format=jpg&key=AIzaSyBBW23KLCKQ7tTUaCZ7Eu-7CZLLfcj5wnw;FLOLT;Creative Commons - share adapt attribute
41;Area_3_7.jpg;GoogleMapsAPI;https://maps.googleapis.com/maps/api/staticmap?center=26.9044016364,75.9091820909&zoom=16&size=800x400&scale=2&maptype=satellite&format=jpg&key=AIzaSyBBW23KLCKQ7tTUaCZ7Eu-7CZLLfcj5wnw;FLOLT;Creative Commons - share adapt attribute
42;Area_3_8.jpg;GoogleMapsAPI;https://maps.googleapis.com/maps/api/staticmap?center=26.9044016364,75.9007246364&zoom=16&size=800x400&scale=2&maptype=satellite&format=jpg&key=AIzaSyBBW23KLCKQ7tTUaCZ7Eu-7CZLLfcj5wnw;FLOLT;Creative Commons - share adapt attribute
43;Area_3_9.jpg;GoogleMapsAPI;https://maps.googleapis.com/maps/api/staticmap?center=26.9044016364,75.8922671818&zoom=16&size=800x400&scale=2&maptype=satellite&format=jpg&key=AIzaSyBBW23KLCKQ7tTUaCZ7Eu-7CZLLfcj5wnw;FLOLT;Creative Commons - share adapt attribute
44;Area_3_10.jpg;GoogleMapsAPI;https://maps.googleapis.com/maps/api/staticmap?center=26.9044016364,75.8838097273&zoom=16&size=800x400&scale=2&maptype=satellite&format=jpg&key=AIzaSyBBW23KLCKQ7tTUaCZ7Eu-7CZLLfcj5wnw;FLOLT;Creative Commons - share adapt attribute
45;Area_4_0.jpg;GoogleMapsAPI;https://maps.googleapis.com/maps/api/staticmap?center=26.9001718182,75.9683842727&zoom=16&size=800x400&scale=2&maptype=satellite&format=jpg&key=AIzaSyBBW23KLCKQ7tTUaCZ7Eu-7CZLLfcj5wnw;FLOLT;Creative Commons - share adapt attribute
46;Area_4_1.jpg;GoogleMapsAPI;https://maps.googleapis.com/maps/api/staticmap?center=26.9001718182,75.9599268182&zoom=16&size=800x400&scale=2&maptype=satellite&format=jpg&key=AIzaSyBBW23KLCKQ7tTUaCZ7Eu-7CZLLfcj5wnw;FLOLT;Creative Commons - share adapt attribute
47;Area_4_2.jpg;GoogleMapsAPI;https://maps.googleapis.com/maps/api/staticmap?center=26.9001718182,75.9514693636&zoom=16&size=800x400&scale=2&maptype=satellite&format=jpg&key=AIzaSyBBW23KLCKQ7tTUaCZ7Eu-7CZLLfcj5wnw;FLOLT;Creative Commons - share adapt attribute
48;Area_4_3.jpg;GoogleMapsAPI;https://maps.googleapis.com/maps/api/staticmap?center=26.9001718182,75.9430119091&zoom=16&size=800x400&scale=2&maptype=satellite&format=jpg&key=AIzaSyBBW23KLCKQ7tTUaCZ7Eu-7CZLLfcj5wnw;FLOLT;Creative Commons - share adapt attribute
49;Area_4_4.jpg;GoogleMapsAPI;https://maps.googleapis.com/maps/api/staticmap?center=26.9001718182,75.9345544545&zoom=16&size=800x400&scale=2&maptype=satellite&format=jpg&key=AIzaSyBBW23KLCKQ7tTUaCZ7Eu-7CZLLfcj5wnw;FLOLT;Creative Commons - share adapt attribute
50;Area_4_5.jpg;GoogleMapsAPI;https://maps.googleapis.com/maps/api/staticmap?center=26.9001718182,75.926097&zoom=16&size=800x400&scale=2&maptype=satellite&format=jpg&key=AIzaSyBBW23KLCKQ7tTUaCZ7Eu-7CZLLfcj5wnw;FLOLT;Creative Commons - share adapt attribute
51;Area_4_6.jpg;GoogleMapsAPI;https://maps.googleapis.com/maps/api/staticmap?center=26.9001718182,75.9176395455&zoom=16&size=800x400&scale=2&maptype=satellite&format=jpg&key=AIzaSyBBW23KLCKQ7tTUaCZ7Eu-7CZLLfcj5wnw;FLOLT;Creative Commons - share adapt attribute
52;Area_4_7.jpg;GoogleMapsAPI;https://maps.googleapis.com/maps/api/staticmap?center=26.9001718182,75.9091820909&zoom=16&size=800x400&scale=2&maptype=satellite&format=jpg&key=AIzaSyBBW23KLCKQ7tTUaCZ7Eu-7CZLLfcj5wnw;FLOLT;Creative Commons - share adapt attribute
53;Area_4_8.jpg;GoogleMapsAPI;https://maps.googleapis.com/maps/api/staticmap?center=26.9001718182,75.9007246364&zoom=16&size=800x400&scale=2&maptype=satellite&format=jpg&key=AIzaSyBBW23KLCKQ7tTUaCZ7Eu-7CZLLfcj5wnw;FLOLT;Creative Commons - share adapt attribute
54;Area_4_9.jpg;GoogleMapsAPI;https://maps.googleapis.com/maps/api/staticmap?center=26.9001718182,75.8922671818&zoom=16&size=800x400&scale=2&maptype=satellite&format=jpg&key=AIzaSyBBW23KLCKQ7tTUaCZ7Eu-7CZLLfcj5wnw;FLOLT;Creative Commons - share adapt attribute
55;Area_4_10.jpg;GoogleMapsAPI;https://maps.googleapis.com/maps/api/staticmap?center=26.9001718182,75.8838097273&zoom=16&size=800x400&scale=2&maptype=satellite&format=jpg&key=AIzaSyBBW23KLCKQ7tTUaCZ7Eu-7CZLLfcj5wnw;FLOLT;Creative Commons - share adapt attribute
56;Area_5_0.jpg;GoogleMapsAPI;https://maps.googleapis.com/maps/api/staticmap?center=26.895942,75.9683842727&zoom=16&size=800x400&scale=2&maptype=satellite&format=jpg&key=AIzaSyBBW23KLCKQ7tTUaCZ7Eu-7CZLLfcj5wnw;FLOLT;Creative Commons - share adapt attribute
57;Area_5_1.jpg;GoogleMapsAPI;https://maps.googleapis.com/maps/api/staticmap?center=26.895942,75.9599268182&zoom=16&size=800x400&scale=2&maptype=satellite&format=jpg&key=AIzaSyBBW23KLCKQ7tTUaCZ7Eu-7CZLLfcj5wnw;FLOLT;Creative Commons - share adapt attribute
58;Area_5_2.jpg;GoogleMapsAPI;https://maps.googleapis.com/maps/api/staticmap?center=26.895942,75.9514693636&zoom=16&size=800x400&scale=2&maptype=satellite&format=jpg&key=AIzaSyBBW23KLCKQ7tTUaCZ7Eu-7CZLLfcj5wnw;FLOLT;Creative Commons - share adapt attribute
59;Area_5_3.jpg;GoogleMapsAPI;https://maps.googleapis.com/maps/api/staticmap?center=26.895942,75.9430119091&zoom=16&size=800x400&scale=2&maptype=satellite&format=jpg&key=AIzaSyBBW23KLCKQ7tTUaCZ7Eu-7CZLLfcj5wnw;FLOLT;Creative Commons - share adapt attribute
60;Area_5_4.jpg;GoogleMapsAPI;https://maps.googleapis.com/maps/api/staticmap?center=26.895942,75.9345544545&zoom=16&size=800x400&scale=2&maptype=satellite&format=jpg&key=AIzaSyBBW23KLCKQ7tTUaCZ7Eu-7CZLLfcj5wnw;FLOLT;Creative Commons - share adapt attribute
61;Area_5_5.jpg;GoogleMapsAPI;https://maps.googleapis.com/maps/api/staticmap?center=26.895942,75.926097&zoom=16&size=800x400&scale=2&maptype=satellite&format=jpg&key=AIzaSyBBW23KLCKQ7tTUaCZ7Eu-7CZLLfcj5wnw;FLOLT;Creative Commons - share adapt attribute
62;Area_5_6.jpg;GoogleMapsAPI;https://maps.googleapis.com/maps/api/staticmap?center=26.895942,75.9176395455&zoom=16&size=800x400&scale=2&maptype=satellite&format=jpg&key=AIzaSyBBW23KLCKQ7tTUaCZ7Eu-7CZLLfcj5wnw;FLOLT;Creative Commons - share adapt attribute
63;Area_5_7.jpg;GoogleMapsAPI;https://maps.googleapis.com/maps/api/staticmap?center=26.895942,75.9091820909&zoom=16&size=800x400&scale=2&maptype=satellite&format=jpg&key=AIzaSyBBW23KLCKQ7tTUaCZ7Eu-7CZLLfcj5wnw;FLOLT;Creative Commons - share adapt attribute
64;Area_5_8.jpg;GoogleMapsAPI;https://maps.googleapis.com/maps/api/staticmap?center=26.895942,75.9007246364&zoom=16&size=800x400&scale=2&maptype=satellite&format=jpg&key=AIzaSyBBW23KLCKQ7tTUaCZ7Eu-7CZLLfcj5wnw;FLOLT;Creative Commons - share adapt attribute
65;Area_5_9.jpg;GoogleMapsAPI;https://maps.googleapis.com/maps/api/staticmap?center=26.895942,75.8922671818&zoom=16&size=800x400&scale=2&maptype=satellite&format=jpg&key=AIzaSyBBW23KLCKQ7tTUaCZ7Eu-7CZLLfcj5wnw;FLOLT;Creative Commons - share adapt attribute
66;Area_5_10.jpg;GoogleMapsAPI;https://maps.googleapis.com/maps/api/staticmap?center=26.895942,75.8838097273&zoom=16&size=800x400&scale=2&maptype=satellite&format=jpg&key=AIzaSyBBW23KLCKQ7tTUaCZ7Eu-7CZLLfcj5wnw;FLOLT;Creative Commons - share adapt attribute
67;Area_6_0.jpg;GoogleMapsAPI;https://maps.googleapis.com/maps/api/staticmap?center=26.8917121818,75.9683842727&zoom=16&size=800x400&scale=2&maptype=satellite&format=jpg&key=AIzaSyBBW23KLCKQ7tTUaCZ7Eu-7CZLLfcj5wnw;FLOLT;Creative Commons - share adapt attribute
68;Area_6_1.jpg;GoogleMapsAPI;https://maps.googleapis.com/maps/api/staticmap?center=26.8917121818,75.9599268182&zoom=16&size=800x400&scale=2&maptype=satellite&format=jpg&key=AIzaSyBBW23KLCKQ7tTUaCZ7Eu-7CZLLfcj5wnw;FLOLT;Creative Commons - share adapt attribute
69;Area_6_2.jpg;GoogleMapsAPI;https://maps.googleapis.com/maps/api/staticmap?center=26.8917121818,75.9514693636&zoom=16&size=800x400&scale=2&maptype=satellite&format=jpg&key=AIzaSyBBW23KLCKQ7tTUaCZ7Eu-7CZLLfcj5wnw;FLOLT;Creative Commons - share adapt attribute
70;Area_6_3.jpg;GoogleMapsAPI;https://maps.googleapis.com/maps/api/staticmap?center=26.8917121818,75.9430119091&zoom=16&size=800x400&scale=2&maptype=satellite&format=jpg&key=AIzaSyBBW23KLCKQ7tTUaCZ7Eu-7CZLLfcj5wnw;FLOLT;Creative Commons - share adapt attribute
71;Area_6_4.jpg;GoogleMapsAPI;https://maps.googleapis.com/maps/api/staticmap?center=26.8917121818,75.9345544545&zoom=16&size=800x400&scale=2&maptype=satellite&format=jpg&key=AIzaSyBBW23KLCKQ7tTUaCZ7Eu-7CZLLfcj5wnw;FLOLT;Creative Commons - share adapt attribute
72;Area_6_5.jpg;GoogleMapsAPI;https://maps.googleapis.com/maps/api/staticmap?center=26.8917121818,75.926097&zoom=16&size=800x400&scale=2&maptype=satellite&format=jpg&key=AIzaSyBBW23KLCKQ7tTUaCZ7Eu-7CZLLfcj5wnw;FLOLT;Creative Commons - share adapt attribute
73;Area_6_6.jpg;GoogleMapsAPI;https://maps.googleapis.com/maps/api/staticmap?center=26.8917121818,75.9176395455&zoom=16&size=800x400&scale=2&maptype=satellite&format=jpg&key=AIzaSyBBW23KLCKQ7tTUaCZ7Eu-7CZLLfcj5wnw;FLOLT;Creative Commons - share adapt attribute
74;Area_6_7.jpg;GoogleMapsAPI;https://maps.googleapis.com/maps/api/staticmap?center=26.8917121818,75.9091820909&zoom=16&size=800x400&scale=2&maptype=satellite&format=jpg&key=AIzaSyBBW23KLCKQ7tTUaCZ7Eu-7CZLLfcj5wnw;FLOLT;Creative Commons - share adapt attribute
75;Area_6_8.jpg;GoogleMapsAPI;https://maps.googleapis.com/maps/api/staticmap?center=26.8917121818,75.9007246364&zoom=16&size=800x400&scale=2&maptype=satellite&format=jpg&key=AIzaSyBBW23KLCKQ7tTUaCZ7Eu-7CZLLfcj5wnw;FLOLT;Creative Commons - share adapt attribute
76;Area_6_9.jpg;GoogleMapsAPI;https://maps.googleapis.com/maps/api/staticmap?center=26.8917121818,75.8922671818&zoom=16&size=800x400&scale=2&maptype=satellite&format=jpg&key=AIzaSyBBW23KLCKQ7tTUaCZ7Eu-7CZLLfcj5wnw;FLOLT;Creative Commons - share adapt attribute
77;Area_6_10.jpg;GoogleMapsAPI;https://maps.googleapis.com/maps/api/staticmap?center=26.8917121818,75.8838097273&zoom=16&size=800x400&scale=2&maptype=satellite&format=jpg&key=AIzaSyBBW23KLCKQ7tTUaCZ7Eu-7CZLLfcj5wnw;FLOLT;Creative Commons - share adapt attribute
78;Area_7_0.jpg;GoogleMapsAPI;https://maps.googleapis.com/maps/api/staticmap?center=26.8874823636,75.9683842727&zoom=16&size=800x400&scale=2&maptype=satellite&format=jpg&key=AIzaSyBBW23KLCKQ7tTUaCZ7Eu-7CZLLfcj5wnw;FLOLT;Creative Commons - share adapt attribute
79;Area_7_1.jpg;GoogleMapsAPI;https://maps.googleapis.com/maps/api/staticmap?center=26.8874823636,75.9599268182&zoom=16&size=800x400&scale=2&maptype=satellite&format=jpg&key=AIzaSyBBW23KLCKQ7tTUaCZ7Eu-7CZLLfcj5wnw;FLOLT;Creative Commons - share adapt attribute
80;Area_7_2.jpg;GoogleMapsAPI;https://maps.googleapis.com/maps/api/staticmap?center=26.8874823636,75.9514693636&zoom=16&size=800x400&scale=2&maptype=satellite&format=jpg&key=AIzaSyBBW23KLCKQ7tTUaCZ7Eu-7CZLLfcj5wnw;FLOLT;Creative Commons - share adapt attribute
81;Area_7_3.jpg;GoogleMapsAPI;https://maps.googleapis.com/maps/api/staticmap?center=26.8874823636,75.9430119091&zoom=16&size=800x400&scale=2&maptype=satellite&format=jpg&key=AIzaSyBBW23KLCKQ7tTUaCZ7Eu-7CZLLfcj5wnw;FLOLT;Creative Commons - share adapt attribute
82;Area_7_4.jpg;GoogleMapsAPI;https://maps.googleapis.com/maps/api/staticmap?center=26.8874823636,75.9345544545&zoom=16&size=800x400&scale=2&maptype=satellite&format=jpg&key=AIzaSyBBW23KLCKQ7tTUaCZ7Eu-7CZLLfcj5wnw;FLOLT;Creative Commons - share adapt attribute
83;Area_7_5.jpg;GoogleMapsAPI;https://maps.googleapis.com/maps/api/staticmap?center=26.8874823636,75.926097&zoom=16&size=800x400&scale=2&maptype=satellite&format=jpg&key=AIzaSyBBW23KLCKQ7tTUaCZ7Eu-7CZLLfcj5wnw;FLOLT;Creative Commons - share adapt attribute
84;Area_7_6.jpg;GoogleMapsAPI;https://maps.googleapis.com/maps/api/staticmap?center=26.8874823636,75.9176395455&zoom=16&size=800x400&scale=2&maptype=satellite&format=jpg&key=AIzaSyBBW23KLCKQ7tTUaCZ7Eu-7CZLLfcj5wnw;FLOLT;Creative Commons - share adapt attribute
85;Area_7_7.jpg;GoogleMapsAPI;https://maps.googleapis.com/maps/api/staticmap?center=26.8874823636,75.9091820909&zoom=16&size=800x400&scale=2&maptype=satellite&format=jpg&key=AIzaSyBBW23KLCKQ7tTUaCZ7Eu-7CZLLfcj5wnw;FLOLT;Creative Commons - share adapt attribute
86;Area_7_8.jpg;GoogleMapsAPI;https://maps.googleapis.com/maps/api/staticmap?center=26.8874823636,75.9007246364&zoom=16&size=800x400&scale=2&maptype=satellite&format=jpg&key=AIzaSyBBW23KLCKQ7tTUaCZ7Eu-7CZLLfcj5wnw;FLOLT;Creative Commons - share adapt attribute
87;Area_7_9.jpg;GoogleMapsAPI;https://maps.googleapis.com/maps/api/staticmap?center=26.8874823636,75.8922671818&zoom=16&size=800x400&scale=2&maptype=satellite&format=jpg&key=AIzaSyBBW23KLCKQ7tTUaCZ7Eu-7CZLLfcj5wnw;FLOLT;Creative Commons - share adapt attribute
88;Area_7_10.jpg;GoogleMapsAPI;https://maps.googleapis.com/maps/api/staticmap?center=26.8874823636,75.8838097273&zoom=16&size=800x400&scale=2&maptype=satellite&format=jpg&key=AIzaSyBBW23KLCKQ7tTUaCZ7Eu-7CZLLfcj5wnw;FLOLT;Creative Commons - share adapt attribute
